1	-66	2412	0.15207167226833
1	-66	2412	0.30412977061293
1	-66	2412	0.45616926938378
1	-66	2412	0.60815298013235
1	-66	2412	0.7601351253389
1	-66	2412	0.91212783304008
1	-66	2412	1.064058970065
1	-66	2412	1.215889985296
1	-66	2412	1.3659032007169
1	-66	2412	1.5176065786263
1	-66	2412	1.6691887677172
1	-65	2412	1.8207355197843
1	-66	2412	1.9712409552259
1	-65	2412	2.0334794024533
1	-66	2412	2.1786367923372
1	-67	2412	2.3236252214034
1	-66	2412	2.468587340781
1	-66	2412	2.6136321369952
1	-66	2412	2.7587287726021
1	-66	2412	2.9037840923696
1	-66	2412	3.0485096130601
1	-66	2412	3.1525251307751
1	-66	2412	3.2956618429088
1	-67	2412	3.3114828239806
1	-67	2412	3.4374493004781
1	-67	2412	3.5740516646449
1	-67	2412	3.7110560534709
1	-67	2412	3.8479292159731
1	-68	2412	3.9847152597479
1	-67	2412	4.1215921084995
1	-67	2412	4.2584303286317
1	-67	2412	4.3952608187073
1	-67	2412	4.5320729415642
1	-67	2412	4.6682785806667
1	-67	2412	4.8051933045881
1	-67	2412	4.9217193555995
1	-67	2412	5.0385043072781
1	-67	2412	5.1738583469537
1	-67	2412	5.2981598450966
1	-67	2412	5.4304930119838
1	-66	2412	5.5616620930863
1	-67	2412	5.6965516804269
1	-67	2412	5.8313113569832
1	-67	2412	5.9662031472046
1	-67	2412	6.100952142432
1	-67	2412	6.2356510575428
1	-67	2412	6.3703102072073
1	-67	2412	6.5050091486216
1	-67	2412	6.6383385181938
1	-67	2412	6.7724605275226
1	-67	2412	6.8966253400161
1	-67	2412	7.0277512706684
1	-67	2412	7.1399193583744
1	-67	2412	7.2718507569769
1	-67	2412	7.3460775212787
1	-67	2412	7.4786949504956
1	-66	2412	7.6027237795828
1	-67	2412	7.7309855745572
1	-67	2412	7.8554470894406
1	-67	2412	7.9618149116604
1	-67	2412	8.094208116235
1	-67	2412	8.2237390108738
1	-67	2412	8.3552104995423
1	-67	2412	8.4866019976479
1	-67	2412	8.537387074379
